chunk_x,chunk_z,dominant_biome,air,dirt,water,short_grass,grass_block,sand,tall_seagrass,oak_leaves,birch_leaves,oak_log,tall_grass,birch_log,kelp,kelp_plant,dark_oak_log,dark_oak_leaves,spruce_leaves,spruce_log,bush,sandstone,brown_mushroom,dandelion,podzol,red_mushroom_block,mushroom_stem,poppy,coarse_dirt,oxeye_daisy,emerald_ore,lily_pad,snow,acacia_leaves
14,-5,5,0.4950607655813349,0.1060913705583756,0.4751890948383343,0.0,0.0,0.0,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-4,5,0.4927861181516865,0.0695431472081218,0.4815892278281107,0.0,0.0,0.0,0.0576923076923076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-2,3,0.4548644960031195,0.4842639593908629,0.1791206051034826,0.0,0.5052854122621564,0.0,0.0,0.2580213903743315,0.1134453781512605,0.2608695652173913,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4,3,0.4469357249626308,0.5913705583756346,0.0001662372205136,0.0458015267175572,0.5285412262156448,0.0,0.0,0.2700534759358289,0.1596638655462184,0.3188405797101449,0.0,0.0857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,5,3,0.5354520049392344,0.4934010152284264,0.021860194497548,0.0229007633587786,0.5285412262156448,0.0,0.0,0.2633689839572192,0.2521008403361344,0.2028985507246377,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,6,3,0.6284200948852928,0.3436548223350253,0.0819549497132408,0.015267175572519,0.40169133192389,0.0100719424460431,0.0769230769230769,0.320855614973262,0.1659663865546218,0.3478260869565217,0.0,0.0857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,7,7,0.5200818873074673,0.149746192893401,0.1614994597290333,0.0,0.0,0.1618705035971223,0.0961538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,9,3,0.5217066354715019,0.4086294416243655,0.0230238550411437,0.0839694656488549,0.3657505285412262,0.058273381294964,0.0,0.2179144385026738,0.0336134453781512,0.1884057971014492,0.0,0.0571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,11,6,0.5042243452264898,0.4903553299492386,0.0,0.5954198473282443,0.5412262156448203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,12,6,0.4967829986352115,0.5791878172588832,0.0,0.5038167938931297,0.5412262156448203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,13,6,0.4530772730226814,0.5527918781725888,0.0,0.4580152671755725,0.5412262156448203,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,6,0.4844674075518295,0.6197969543147208,0.0,0.3893129770992366,0.5560253699788583,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,14,3,0.4187625917982712,0.6639593908629442,0.0,0.1068702290076335,0.5306553911205074,0.0,0.0,0.2179144385026738,0.2521008403361344,0.2463768115942029,0.0,0.1571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,14,3,0.4154481055436407,0.466497461928934,0.0,0.0305343511450381,0.5391120507399577,0.0,0.0,0.4705882352941176,0.2079831932773109,0.3768115942028985,0.0,0.1857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,14,3,0.4008903619938909,0.616751269035533,0.0,0.0534351145038167,0.5243128964059197,0.0,0.0,0.5909090909090909,0.0357142857142857,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,14,3,0.3788587768895821,0.583756345177665,0.0,0.0610687022900763,0.53276955602537,0.0,0.0,0.5,0.0,0.391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,14,3,0.3884447910573861,0.4873096446700508,0.0,0.0763358778625954,0.5306553911205074,0.0,0.0,0.1510695187165775,0.1932773109243697,0.144927536231884,0.0,0.1571428571428571,0.0,0.0,0.0,0.0,0.0720288115246098,0.0368663594470046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,14,9,0.3847078702801065,0.4451776649746193,0.0,0.0229007633587786,0.53276955602537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3133253301320528,0.1428571428571428,0.0,0.0,0.1714285714285714,0.2222222222222222,0.0,0.0,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0
4,14,9,0.424156755702866,0.4538071065989847,0.0,0.0076335877862595,0.5306553911205074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2460984393757503,0.1474654377880184,0.0,0.0,0.0285714285714285,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0
3,14,9,0.4252615844544096,0.4,0.0070650818718311,0.015267175572519,0.5306553911205074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4669867947178872,0.1658986175115207,0.0,0.0,0.1142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,14,9,0.4378046402807565,0.4888324873096447,0.0009143047128252,0.0076335877862595,0.5285412262156448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4561824729891957,0.2027649769585253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,14,0,0.5765256385260284,0.2959390862944162,0.0234394480924278,0.1603053435114503,0.175475687103594,0.3151079136690647,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.1776710684273709,0.0737327188940092,0.0,0.4792027729636048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,14,5,0.7357509586014168,0.1746192893401015,0.2417089186268805,0.2748091603053435,0.0,0.1489208633093525,0.0961538461538461,0.0,0.0,0.0,0.3333333333333333,0.0,0.8,0.6958855098389982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6,14,5,0.5119256515240138,0.1030456852791878,0.7486493225833264,0.0839694656488549,0.0,0.0,0.2115384615384615,0.0,0.0,0.0,0.0,0.0,0.2105263157894736,0.1806797853309481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8,14,5,0.5008773640085786,0.082741116751269,0.476851467043471,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-9,14,5,0.4935335023071424,0.3568527918781726,0.2354750228576178,0.0,0.0,0.197841726618705,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10,14,5,0.4935984922337038,0.5213197969543147,0.1178621893441941,0.0,0.0,0.158273381294964,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-11,14,5,0.510528368102944,0.3934010152284264,0.3919873659712409,0.1755725190839694,0.0,0.0618705035971223,0.4423076923076923,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-12,14,5,0.4927861181516865,0.4152284263959391,0.1976560551907572,0.0,0.0,0.0633093525179856,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.5157894736842106,0.4579606440071556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-13,14,5,0.5030870215116657,0.2172588832487309,0.2285761782063003,0.0,0.0,0.0251798561151079,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0644007155635062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,14,5,0.5056216286475597,0.1060913705583756,0.290250187016873,0.0610687022900763,0.0,0.0,0.173076923076923,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,13,5,0.5113407421849613,0.1746192893401015,0.3501787050120521,0.0,0.0,0.0,0.3269230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,12,5,0.5316500942353936,0.2091370558375634,0.189094838334303,0.4503816793893129,0.0,0.2129496402877697,0.2115384615384615,0.0,0.0,0.0,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,11,5,0.5186846038863976,0.5101522842639594,0.1590059014213282,0.2061068702290076,0.0,0.1517985611510791,0.3269230769230769,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,10,5,0.51832715929031,0.3253807106598985,0.2070484581497797,0.015267175572519,0.0,0.0,0.173076923076923,0.0,0.0,0.0,0.0416666666666666,0.0,0.6421052631578947,0.5259391771019678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,9,5,0.619451485019822,0.1035532994923857,0.3472695536530629,0.4351145038167939,0.0,0.0,0.4615384615384615,0.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,8,5,0.5601481770325599,0.1517766497461929,0.5047793200897681,0.099236641221374,0.0,0.0,0.3846153846153846,0.0,0.0,0.0,0.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,7,5,0.5056541236108403,0.0395939086294416,0.5731859363311446,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,5,5,0.5219665951777475,0.1005076142131979,0.6294572354750229,0.1068702290076335,0.0,0.0,0.5192307692307693,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,4,5,0.5042568401897706,0.0426395939086294,0.6275455074391156,0.0687022900763358,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,3,5,0.4929160980048092,0.0558375634517766,0.6301221843570776,0.0,0.0,0.0,0.4423076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,2,5,0.497465392864106,0.1467005076142132,0.6027761615825783,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4736842105263157,0.4150268336314848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,-3,5,0.4947683109118087,0.0517766497461928,0.7571274208295238,0.0,0.0,0.0,0.5576923076923077,0.0,0.0,0.0,0.0416666666666666,0.0,0.2736842105263158,0.259391771019678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,-4,5,0.4935659972704231,0.1913705583756345,0.7135732690549415,0.0,0.0,0.0,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,-9,5,0.5694417365308377,0.0279187817258883,0.9400714820048208,0.2290076335877862,0.0,0.0,0.4807692307692308,0.0,0.0,0.0,0.1666666666666666,0.0,0.6421052631578947,0.5724508050089445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,-12,5,0.5151426528888022,0.0482233502538071,0.5629623472695536,0.0076335877862595,0.0,0.0071942446043165,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,-13,5,0.5382140768180932,0.0624365482233502,0.5110132158590308,0.015267175572519,0.0,0.0,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14,-14,5,0.5467602521609151,0.0076142131979695,0.5076884714487574,0.1221374045801526,0.0,0.0,0.4038461538461538,0.0,0.0,0.0,0.1666666666666666,0.0,0.0105263157894736,0.0178890876565295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-13,-14,5,0.5245012023136414,0.115736040609137,0.5383592386335301,0.4122137404580153,0.0,0.0,0.5769230769230769,0.0,0.0,0.0,0.3333333333333333,0.0,0.431578947368421,0.4221824686940966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-12,-14,5,0.515597582374732,0.0817258883248731,0.5533205884797606,0.0839694656488549,0.0,0.0,0.5192307692307693,0.0,0.0,0.0,0.0833333333333333,0.0,0.231578947368421,0.2254025044722719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7,-14,5,0.6777799441086632,0.0208121827411167,0.7054276452497714,0.0687022900763358,0.0,0.0,0.4807692307692308,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5,-14,5,0.4927861181516865,0.1182741116751269,0.5571440445515751,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.5473684210526316,0.4758497316636851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4,-14,5,0.4934360174173003,0.3746192893401015,0.3027179785553985,0.0229007633587786,0.0,0.1697841726618705,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.3052631578947368,0.1949910554561717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3,-14,5,0.51221810619354,0.049746192893401,0.6964508353420331,0.0839694656488549,0.0,0.0,0.1346153846153846,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2,-14,5,0.506434002729577,0.1746192893401015,0.2959022525143379,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,-14,5,0.4927861181516865,0.1304568527918782,0.2579170476269636,0.0,0.0,0.0287769784172661,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-14,5,0.4973029180477026,0.3629441624365482,0.1098828027595378,0.0,0.0,0.1323741007194244,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.2842105263157894,0.1610017889087656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-14,5,0.5026645869890167,0.3923857868020304,0.1187764940570193,0.0,0.0,0.2510791366906474,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.9157894736842104,0.631484794275492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-14,5,0.504841749528823,0.4365482233502538,0.1557642756213116,0.0839694656488549,0.0,0.1316546762589928,0.0576923076923076,0.0,0.0,0.0,0.0,0.0,0.6736842105263158,0.5152057245080501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-14,5,0.6000194969779684,0.0598984771573604,0.3435292161915053,0.2824427480916031,0.0,0.0107913669064748,0.25,0.0,0.0,0.0,0.5,0.0,0.4947368421052631,0.4311270125223613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-14,5,0.6318645609930461,0.2426395939086294,0.2092095420164574,0.183206106870229,0.0,0.035251798561151,0.25,0.0,0.0,0.0,0.125,0.0,0.6736842105263158,0.6207513416815742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-14,5,0.5595307727302268,0.382741116751269,0.228243703765273,0.1908396946564885,0.0,0.0482014388489208,0.0769230769230769,0.0,0.0,0.0,0.0833333333333333,0.0,0.1684210526315789,0.1413237924865832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-14,5,0.5179697146942224,0.1634517766497462,0.3210871914221594,0.0,0.0,0.0,0.0961538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-14,5,0.5170273607590823,0.1649746192893401,0.3289834593965589,0.2213740458015267,0.0,0.0,0.1346153846153846,0.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-14,5,0.6490219016052512,0.0512690355329949,0.4066162413764442,0.0,0.0,0.0,0.2884615384615384,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-14,5,0.7107298368752843,0.2025380710659898,0.3262405452580832,0.0,0.0,0.0136690647482014,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.5894736842105263,0.4454382826475849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-12,5,0.7269448235523494,0.0730964467005076,0.5042806084282271,0.0,0.0,0.0115107913669064,0.1153846153846153,0.0,0.0,0.0,0.0,0.0,0.4421052631578947,0.4722719141323792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-11,5,0.5094560343146812,0.116751269035533,0.371623306458316,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-10,5,0.4981152921297199,0.1614213197969543,0.3741999833762779,0.0,0.0,0.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-9,5,0.5335348021056736,0.148730964467005,0.3764441858532125,0.0,0.0,0.0,0.0961538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-8,5,0.5091310846818743,0.0243654822335025,0.4084448508020946,0.0,0.0,0.0071942446043165,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.1473684210526315,0.1144901610017889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-7,5,0.5059790732436472,0.0467005076142131,0.428060842822708,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1684210526315789,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-6,5,0.5013972834210697,0.0690355329949238,0.4485911395561466,0.0,0.0,0.0071942446043165,0.173076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-5,5,0.4927861181516865,0.0761421319796954,0.4718643504280608,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-4,5,0.4994800805875089,0.0959390862944162,0.3596542265813315,0.0,0.0,0.0,0.1153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-3,3,0.4885942678884772,0.3928934010152284,0.0842822708004322,0.0229007633587786,0.3657505285412262,0.0,0.0384615384615384,0.0895721925133689,0.0714285714285714,0.0869565217391304,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-2,3,0.4037824137258725,0.4776649746192893,0.1043969744825866,0.0458015267175572,0.53276955602537,0.0,0.0,0.1163101604278075,0.226890756302521,0.144927536231884,0.0,0.1571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,3,3,0.4136933775264834,0.3598984771573604,0.0088105726872246,0.0534351145038167,0.5412262156448203,0.0,0.0,0.3783422459893048,0.3424369747899159,0.2898550724637681,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,8,7,0.521284200948853,0.0685279187817258,0.2138641841908403,0.0,0.0,0.1,0.0192307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,9,6,0.5112757522583999,0.2390862944162436,0.2180201147036821,0.0229007633587786,0.0105708245243128,0.1381294964028777,0.2692307692307692,0.0,0.0,0.0,0.0,0.0428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,10,6,0.5302528108143237,0.4152284263959391,0.0094755215692793,0.2595419847328244,0.3361522198731501,0.1028776978417266,0.0192307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,11,6,0.5092610645349971,0.601015228426396,0.0,0.4580152671755725,0.5412262156448203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,12,6,0.5182946643270293,0.63502538071066,0.0,0.4809160305343511,0.5412262156448203,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
